v1,v2,v3,v4,v5,fitness,p1,p2,p3,p4,p5
16.4,3.5,30.0,4.8,17.8,13426.99295475574,780.6587931768721,3863.919465082565,3863.925066755908,2459.244483213781,2459.2451465266145
15.8,14.0,28.6,11.0,21.0,-3658641.4273476005,0.0,0.0,0.0,0.0,0.0
21.8,4.3,19.6,11.1,21.3,-5981440.872899954,0.0,0.0,0.0,0.0,0.0
18.2,14.1,30.0,3.0,18.3,13946.81191247405,2040.8537841369966,4337.013209191405,4337.0302680774885,1615.9575336925855,1615.9571173755733
3.0,19.2,24.6,8.7,11.8,11729.622286182559,2977.771778583189,630.4062848573471,630.4066920558931,3745.5217326479137,3745.515798038215
12.7,3.0,30.0,25.0,5.1,18422.609609175255,1451.1904592302647,4407.175999232183,4407.181319607104,4078.534478355268,4078.527352750435
3.0,16.3,7.2,4.7,18.0,13210.54070405723,3385.8691268934344,2856.8250393589783,2856.827376915483,2055.508400332084,2055.5107605572507
3.0,24.0,23.7,3.0,15.4,21220.225555075052,5299.677823092247,4181.165730366168,4181.164437542996,3779.1127674645927,3779.104796609049
25.0,25.0,13.7,4.4,29.5,19458.638124462315,4098.426367311783,3208.882683714135,3208.8827482027336,4471.2247893630465,4471.221535870619
3.0,18.3,19.2,3.0,16.1,17961.989217277765,3089.9914269251412,4351.662946951188,4351.679986228966,3084.3311215974873,3084.323735574983
14.0,25.0,30.0,3.1,14.4,16917.22585373116,1229.3932086369,3379.7711964370146,3379.766041123092,4464.140275103445,4464.155132430712
9.4,25.0,30.0,17.2,11.6,17661.250831324956,335.96484074739897,4045.0987117935642,4045.0914568274216,4617.542614878299,4617.553207078274
15.8,18.3,17.4,10.0,27.4,14190.023340800804,3662.422181577287,274.12584898064335,274.13017641995157,4989.680032432561,4989.665101390361
25.0,25.0,30.0,9.4,7.2,19054.520691703183,7341.809905984265,235.17115482270756,235.17017996374986,5621.1810907678555,5621.188360164604
12.3,25.0,17.5,3.0,28.1,18272.493239061656,580.3399087097174,3848.5356325582807,3848.5311975918,4997.542778706537,4997.543721495321
3.0,23.0,20.2,3.0,26.1,21126.50153658546,4560.006615014438,4666.204742943096,4666.182049549909,3617.053911160303,3617.0542179177146
3.0,20.2,30.0,3.0,8.0,-4000000.0,0.0,0.0,0.0,0.0,0.0
12.2,20.7,25.7,6.7,28.2,15857.668825066316,338.05915242168356,2261.3370908210964,2261.3433033300107,5498.457706650822,5498.471571842703
3.0,23.8,28.6,3.0,11.5,22533.692457941557,5362.907150014012,3987.025681272295,3987.0296047285174,4598.362927487151,4598.367094439583
3.4,25.0,9.4,6.8,30.0,16705.193100162865,4932.27245401589,2860.022483883992,2860.0255272893723,3026.4380470296032,3026.4345879440066
13.6,20.6,2.5,25.0,30.0,-10133931.25268149,0.0,0.0,0.0,0.0,0.0
19.3,21.6,29.6,7.5,7.6,20585.142363997773,7426.1677384109,709.2241921842499,709.2231805296119,5870.258662804415,5870.268590068599
12.8,9.5,30.0,19.8,9.9,11024.771044315648,307.8455771658482,394.7023248265156,394.7015424475805,4963.75572334334,4963.765876532364
15.1,25.0,21.6,3.0,22.6,16596.13264645901,1037.8644115501,3307.324657766896,3307.3240736478197,4471.807253531133,4471.81224996306
3.0,3.0,2.2,4.4,30.0,-21200000.0,0.0,0.0,0.0,0.0,0.0
3.4,13.0,21.5,3.5,23.8,-451086.9867401581,0.0,0.0,0.0,0.0,0.0
3.0,25.0,19.4,3.5,30.0,22234.466277528518,4616.964604889171,5158.2630647111,5158.260545432235,3650.4862372808298,3650.4918252151824
12.3,25.0,20.5,3.0,26.3,16835.015571246593,225.07768323882775,3715.894534751681,3715.8872766634377,4589.074416117268,4589.081660475379
12.1,5.8,27.6,14.3,22.4,-71126.47438395214,0.0,0.0,0.0,0.0,0.0
24.4,22.3,9.5,25.0,21.6,-541325.8416715366,0.0,0.0,0.0,0.0,0.0
3.0,25.0,19.3,7.0,18.0,16953.89020431261,3858.70164579743,2103.7576974078806,2103.7558195025426,4443.83456662575,4443.840474979008
3.0,23.4,30.0,5.3,24.9,23224.679409070322,6605.074001263046,3676.7864853967544,3676.789533387291,4633.014042182933,4633.015346840297
8.0,5.8,12.0,22.9,26.0,16444.815519995784,2527.3406099090607,2624.6705542762193,2624.6686817827344,4334.067137023977,4334.068537003793
3.9,3.0,26.6,25.0,2.8,-4400000.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,22.6,18.4,9.4,14583.311229013652,3841.4747569093743,3375.465202890358,3375.4751878717075,1995.4470952143183,1995.4489861278946
15.2,25.0,28.2,15.9,6.5,-6924832.697055077,0.0,0.0,0.0,0.0,0.0
25.0,3.0,26.2,3.0,10.4,20396.591983174923,2206.5468694525143,4998.02334189897,4998.024545710889,4096.997340870293,4096.999885242257
25.0,24.6,20.6,4.8,15.8,19165.107136807168,3599.549657048586,3380.8813271142612,3380.886270138814,4401.893620781412,4401.896261724094
3.0,6.4,21.4,18.6,17.0,16985.811798575312,1996.6791595275183,2782.71333126632,2782.7120213183307,4711.851153954016,4711.856132509127
11.8,15.6,27.4,6.8,22.3,14470.42505619825,970.5415835196738,2557.8753260521917,2557.875327769999,4192.060888118664,4192.071930737722
11.8,12.4,30.0,10.1,16.3,2289.051662745138,466.67518424723073,403.93684083805863,403.93765997979517,507.25182051942096,507.2501571606322
13.6,3.0,20.7,3.0,24.4,-12600000.000000002,0.0,0.0,0.0,0.0,0.0
15.3,24.1,21.1,3.0,18.0,17539.463423269706,498.6979567994197,3820.093621792126,3820.09624707506,4700.290426506739,4700.285171096364
23.5,21.3,28.6,4.6,15.8,22190.714225862834,4005.308158970214,3517.928288339942,3517.9381878574663,5574.768281563531,5574.771309131681
3.4,16.7,16.2,14.3,28.1,9348.741924044452,2546.692621221334,703.3851305785488,703.3872057726111,2697.6403773301677,2697.6365891417904
18.6,5.2,9.4,14.2,28.2,11824.720725436402,5601.730457927687,2014.6893560350015,2014.6928730443199,1096.8038544352626,1096.8041839941309
7.4,3.0,12.0,17.0,30.0,18353.422580126142,5414.912853128803,3800.317144442789,3800.3197745207385,2668.932824577411,2668.9399834564
18.9,14.0,23.0,22.2,17.0,14864.131470544255,5036.859104358985,535.6109760925814,535.6130080503214,4378.017553334896,4378.030828707471
3.9,3.0,24.2,18.5,21.5,18617.291782635297,3538.042689443601,4341.788326073608,4341.781685601861,3197.841115141358,3197.837966374869
3.0,3.0,21.6,18.0,18.0,17303.288781502823,2551.7387121024717,4037.628585952768,4037.622347626977,3338.1483100625155,3338.1508257580917
8.8,24.6,23.7,3.0,8.5,18014.266703425918,1958.7301826347364,3997.623933374729,3997.6278019616498,4030.14241637904,4030.142369075761
25.0,22.0,30.0,3.0,10.2,23088.4057720274,3838.471010988132,3368.1127363174223,3368.108036433095,6256.847663117611,6256.866325171139
25.0,3.0,30.0,3.0,6.4,23926.323400888054,2792.655593120337,4873.209430784847,4873.218275381002,5693.626401061685,5693.613700540185
3.0,13.0,23.4,11.2,16.4,-5544551.200325878,0.0,0.0,0.0,0.0,0.0
17.2,3.0,21.9,25.0,6.1,-195960.00811955248,0.0,0.0,0.0,0.0,0.0
3.0,24.6,15.8,12.4,19.4,13017.132540796856,1669.338978632569,203.130957897952,203.12875223676215,5470.772178643287,5470.761673386287
25.0,13.3,30.0,7.4,12.1,8128.827307642398,4202.634723972581,1329.2053957798605,1329.214175120215,633.8891661235845,633.8838466461563
23.2,15.8,28.2,10.4,13.8,12002.304193454049,5884.367700267693,260.8155558824284,260.8183742782555,2798.1475350335877,2798.1550279920853
14.2,25.0,30.0,3.0,9.2,20491.238302203292,3842.9339223945667,3356.0080340992454,3356.0151040653495,4968.145200781352,4968.136040862776
3.0,23.0,26.4,9.9,27.2,18254.07240655583,4232.497380398391,1422.5021763504956,1422.503096352481,5588.282464037214,5588.2872894172515
10.5,25.0,16.7,3.1,16.6,17411.785302452274,392.250087284759,3481.7212884176342,3481.7257141218397,5028.046079367815,5028.042133260228
3.0,25.0,18.8,3.0,24.0,20704.28440065143,5001.743467094686,4301.766751226073,4301.768259108335,3549.5050988892563,3549.5008243330785
15.2,12.6,6.4,14.8,28.4,-6184067.168663564,0.0,0.0,0.0,0.0,0.0
10.6,4.8,14.4,22.4,30.0,16661.38945825827,2087.910607544469,2736.278201265962,2736.2792136839084,4550.45631731089,4550.465118453042
6.1,19.2,8.2,24.4,29.5,20794.655934273665,1579.5981168780067,4081.3260073201386,4081.3206060452208,5526.207670811361,5526.203533218939
15.1,25.0,21.6,3.0,22.2,16578.27884295973,956.0434000653343,3348.160683432416,3348.16047365501,4462.960975241629,4462.953310565343
3.0,16.5,23.0,11.0,30.0,-2195506.1852351427,0.0,0.0,0.0,0.0,0.0
11.5,25.0,30.0,3.0,16.9,15613.947545753337,1003.2433386330273,3308.6903639004245,3308.7010420415795,3996.656036349433,3996.656764828872
3.0,4.3,26.2,25.0,17.3,20848.94094272395,4345.177494882962,4357.650158612395,4357.645157304775,3894.234960688508,3894.2331712353125
12.2,3.0,30.0,4.6,15.5,15245.018485526449,533.6147114894612,4479.276909367661,4479.276856076977,2876.4246901472393,2876.42531844511
13.8,22.2,30.0,3.6,7.2,22213.0481677907,4988.786852877249,3277.1033469642484,3277.1022772130145,5335.019541012002,5335.036149724186
18.4,3.8,5.3,5.1,30.0,20953.6031482888,2343.628098913247,4313.817549130002,4313.820127682109,4991.16646783164,4991.1709047318
4.8,21.8,9.4,17.0,24.7,14766.667703346797,2324.051469505371,2226.071903733291,2226.0645736621555,3995.23506963872,3995.244686807258
14.2,25.0,21.5,5.0,25.3,16207.955511801965,780.7346077831575,2673.9030920429213,2673.9073098151493,5039.703990402389,5039.70651175835
4.0,5.8,21.8,18.4,19.0,17509.31776711409,2161.468760833215,3191.311745759977,3191.316607780569,4482.614389081457,4482.606263658872
15.1,24.0,30.0,11.5,15.7,14826.21678204207,2311.4665205929564,799.1065851477392,799.108752526704,5458.271097557683,5458.263826216987
11.0,23.5,22.4,3.0,23.5,16403.092473644403,415.9747797656446,3368.7451102247537,3368.7341577786024,4624.810795594812,4624.827630280589
18.2,20.2,2.8,15.4,21.2,-17518139.7863659,0.0,0.0,0.0,0.0,0.0
25.0,11.8,18.9,6.1,18.1,-8488266.855073472,0.0,0.0,0.0,0.0,0.0
12.0,9.4,12.0,10.1,16.8,-10298453.731492076,0.0,0.0,0.0,0.0,0.0
25.0,3.0,26.0,4.7,13.3,16761.146000198576,2730.283315834541,3513.8201650547157,3513.8136658415206,3501.6118318310937,3501.6170216367054
17.0,25.0,23.4,3.0,16.0,17974.801836830804,1146.3607066704042,3932.688197374037,3932.6788764295893,4481.537297405448,4481.536758951328
25.0,11.6,22.9,3.0,21.6,-2604598.308748372,0.0,0.0,0.0,0.0,0.0
3.0,3.0,24.9,24.9,6.6,19477.59222770142,6011.624535243736,4342.692016709976,4342.684547543146,2390.2956031181925,2390.295525086372
8.6,25.0,14.2,3.0,13.7,16993.058805691562,910.446730092998,3589.7903484844237,3589.7909409941667,4451.5179608905,4451.512825229474
18.2,19.4,28.4,10.5,8.5,18653.204548672915,7335.323263989947,113.00527997266437,113.0048410683368,5545.930395695201,5545.940767946766
21.5,14.0,14.2,3.0,10.3,12118.651020381938,2956.5742415521845,3634.712449051546,3634.7202980971783,946.3198381790663,946.324193501964
24.6,25.0,22.8,6.1,20.7,18745.56673082775,4777.957360893889,2171.383649119563,2171.377388693061,4812.42076822447,4812.42756389677
22.2,10.6,22.4,3.8,13.6,12424.686760128669,2766.3695951337854,4648.466319868108,4648.468867312849,180.69093607497965,180.69104173894655
22.6,25.0,26.0,3.0,22.4,20982.803322339678,5490.083133020795,3159.6508032982083,3159.635877374371,4586.711588398542,4586.721920247759
19.8,25.0,19.0,6.8,11.1,15670.812756967895,3829.511872246424,1253.2413304531026,1253.2434725354974,4667.410244581156,4667.405837151712
23.2,12.6,16.4,3.0,1.7,-6600000.0,0.0,0.0,0.0,0.0,0.0
9.9,25.0,13.0,3.0,30.0,20299.040285234656,1847.9500706391736,4430.803566746296,4430.802393856973,4794.737486153648,4794.746767838566
3.0,25.0,16.7,3.0,30.0,22479.21957857221,4462.471720427025,5084.405193840726,5084.418271526841,3923.968590463595,3923.9558023140225
3.0,3.0,22.4,20.2,6.0,14825.400710027994,4257.760943273891,3475.7968538207037,3475.792777529053,1808.0220341113404,1808.0281012930066
3.0,3.0,30.0,25.0,14.2,22641.92138108351,4722.426624355132,4905.106303409793,4905.114185816209,4054.6356771678197,4054.638590334557
9.4,3.0,27.3,16.6,13.2,16829.37886404832,2353.208568060545,3864.205964257024,3864.2068626022137,3373.8820222689355,3373.8754468596026
25.0,3.9,24.1,24.4,9.1,-1760482.462521111,0.0,0.0,0.0,0.0,0.0
3.0,4.7,11.4,23.6,26.0,19745.795973663724,4479.398005067379,3410.750978911729,3410.747094582162,4222.447018613217,4222.452876489236
15.8,21.5,30.0,3.1,25.8,18917.14390971925,2372.5635750930196,3153.251344626382,3153.2563250161775,5119.029700996219,5119.04296398745
25.0,25.0,25.4,14.1,6.2,17675.181621526077,5123.681203222496,1108.79821515474,1108.8025872483474,5166.948249416872,5166.951366483621
7.1,23.0,28.7,11.5,19.2,12549.014761349456,1529.6268778506585,122.15411631659846,122.15374383014182,5387.5379537072,5387.542069644856
13.4,20.8,30.0,5.2,17.1,16466.855074230923,1296.0766069152228,2511.389840510313,2511.391137297336,5074.001701768883,5073.995787739167
7.6,15.2,10.4,14.6,30.0,12833.001478505215,2052.6735488176955,2036.5580748348978,2036.5582477617013,3353.6116437448436,3353.5999633460774
3.8,25.0,30.0,7.5,26.6,20153.63379034287,5942.400395274549,2308.3357445968563,2308.3390576691063,4797.2781858793705,4797.280406922987
3.0,23.0,21.4,8.6,23.2,17030.55719553898,3441.5941756107136,1623.046911094,1623.0552879817808,5171.437969544419,5171.422851308066
3.0,5.8,27.4,14.2,26.0,-2968264.915164987,0.0,0.0,0.0,0.0,0.0
11.4,5.6,8.8,13.2,15.3,10774.485807922661,1652.8397244906776,3378.9192737858475,3378.919027871462,1181.9038221458318,1181.9039596288421
3.0,25.0,15.6,3.0,20.5,18909.33635860963,4144.24838283064,3815.848797866298,3815.844583760797,3566.696560416625,3566.698033735271
3.0,6.9,13.7,23.0,30.0,18940.604072295555,4706.2216878952295,2052.808158724008,2052.807543068855,5064.382341263135,5064.384341344327
15.8,25.0,29.8,3.0,27.8,17521.164628903578,2338.9674039297315,3071.9554570800906,3071.9595926688826,4519.140936214292,4519.141239010582
15.1,25.0,19.4,17.2,26.4,17390.381667501526,5215.600486565379,2672.1881305860907,2672.1876120527495,3415.200686054822,3415.204752242486
3.0,25.0,16.6,3.6,23.8,20023.160292663335,4378.412226240106,4110.254741185142,4110.246667471122,3712.126415192329,3712.120242574636
3.0,3.0,27.9,25.0,24.5,22413.098036378007,5652.820255053893,5208.107600619433,5208.117959327736,3172.0262304928024,3172.0259908841426
10.6,23.2,30.0,10.1,4.6,-11545811.75899258,0.0,0.0,0.0,0.0,0.0
3.0,25.0,20.2,3.6,22.2,20564.423634663282,5106.337215350546,4082.427492926854,4082.4333988570756,3646.6142230972473,3646.6113044315557
25.0,19.6,26.5,7.0,8.0,16960.206128905436,5486.907293481765,1021.1296907327003,1021.1290250174186,4715.5137222880785,4715.5263973854735
3.0,3.0,29.9,22.3,3.6,-2800000.0,0.0,0.0,0.0,0.0,0.0
14.0,3.0,30.0,25.0,6.4,17855.93061576318,988.7074044723331,4170.250112993047,4170.257859471329,4263.358752055583,4263.356486770889
3.0,3.0,24.2,25.0,12.6,18998.310650037176,4732.797493146844,4097.311549609394,4097.307530702443,3035.4456797625962,3035.4483968158997
14.9,25.0,26.6,3.0,18.0,16756.184597943735,553.3783049737877,3737.4620948120923,3737.463290449991,4363.939937129192,4363.94097057867
8.8,25.0,19.8,3.0,19.5,17395.83690811786,1400.913608718422,3547.372098442176,3547.364876636345,4450.092057406942,4450.094266913979
3.0,3.0,22.9,3.0,22.2,-18600000.0,0.0,0.0,0.0,0.0,0.0
3.0,25.0,16.8,25.0,11.5,-9399999.999999998,0.0,0.0,0.0,0.0,0.0
3.0,5.4,30.0,10.9,19.8,12970.272788940878,3751.8606501920303,3919.4769589956254,3919.4809236470182,689.7270930216865,689.7271630845179
6.5,25.0,10.5,3.0,30.0,21525.132981967552,4382.218337443556,4755.268253340041,4755.264807769524,3816.1884117777604,3816.1931716366694
20.8,23.1,21.5,6.4,30.0,19291.447918289512,5391.54281116213,1726.2637067991202,1726.266045684766,5223.686068317606,5223.689286325892
3.0,24.0,13.8,6.4,18.2,16767.768151727796,2814.499898337398,2483.9789079091934,2483.978723377951,4492.656352711739,4492.654269391516
3.0,14.9,6.8,24.8,21.5,16869.764496211108,3837.9538836328425,1624.2968010772597,1624.290661191694,4891.606232259732,4891.616918049579
3.7,17.4,19.2,4.2,8.4,-3170264.410870857,0.0,0.0,0.0,0.0,0.0
10.7,25.0,11.1,13.4,30.0,11538.316328611825,502.8068456508907,730.1220959953474,730.123072640172,4787.630625283281,4787.633689042133
6.5,25.0,15.2,4.8,27.4,19230.93291040602,2663.1218141351947,3780.165786090611,3780.1606598818985,4503.739056839095,4503.745593459223
9.0,25.0,30.0,7.2,20.2,13418.586594235825,1652.2886373503002,1466.5292175990357,1466.5271652270721,4416.615331813596,4416.626242245819
25.0,3.5,15.1,20.0,5.2,-5572248.962502853,0.0,0.0,0.0,0.0,0.0
9.0,25.0,22.9,3.0,9.8,17997.656507902168,2191.251619034755,3960.8915489214833,3960.890575006794,3942.310875507811,3942.311889431321
25.0,19.4,30.0,16.0,0.0,-12000000.0,0.0,0.0,0.0,0.0,0.0
17.8,24.5,30.0,5.0,10.0,20580.41424331234,5268.030743162846,2167.799794187265,2167.802082007194,5488.39389638755,5488.387727567484
5.1,10.8,30.0,15.6,15.8,9137.282667218597,2735.0239848872397,815.398743657408,815.4050496111357,2385.732803557822,2385.7220855049904
17.0,25.0,18.9,11.4,25.8,15098.292696762684,4146.4389640548015,142.2851949862233,142.28572352111146,5333.636116866745,5333.646697333803
18.2,25.0,24.2,3.0,30.0,20292.25527589836,4714.5366675089845,3305.2940480127186,3305.298655356372,4483.563696574999,4483.562208445283
14.0,3.0,30.0,20.0,3.6,-8805715.452371277,0.0,0.0,0.0,0.0,0.0
25.0,22.6,30.0,10.4,11.7,20226.11444577082,6466.622880226211,132.15845498550127,132.1578968417917,6747.580474880446,6747.594738836873
25.0,20.4,26.0,6.3,21.1,20631.217193802924,4883.067050730046,2502.880446361771,2502.8751517725395,5371.19459336725,5371.199951571317
19.0,24.4,30.0,3.0,6.1,23236.0179800393,5710.894096766541,2704.6297090203734,2704.630616861088,6057.934120934692,6057.929436456609
18.4,25.0,28.6,3.0,19.2,19458.472082665365,3378.451086162107,3345.7280136401428,3345.728893311996,4694.27890817584,4694.285181375277
7.7,18.1,28.4,12.2,6.4,-4352636.004745079,0.0,0.0,0.0,0.0,0.0
7.2,4.5,15.9,24.2,11.1,15752.64076209637,1203.7950571695274,3177.0801447269587,3177.092309732185,4097.3305122929,4097.3427381748
15.8,21.5,24.8,3.1,22.3,18227.42135295193,1971.9568997924691,3512.3782063739577,3512.358840909454,4615.3611608116025,4615.366245064445
7.5,3.0,7.4,18.5,30.0,-2678337.2622602996,0.0,0.0,0.0,0.0,0.0
23.2,17.0,15.6,3.0,30.0,19466.33015314774,5756.89106772976,3299.6949579794978,3299.703625882304,3555.0314037774606,3555.0090977787168
4.2,23.7,22.5,3.0,25.0,21238.631495203073,5260.005755778314,4317.3274736119065,4317.321987257633,3671.988340962169,3671.9879375930495
13.4,24.2,30.0,7.7,10.6,15473.817731667703,3391.371014326236,1230.1691766137958,1230.169003814204,4811.0538596836095,4811.054677229859
3.0,22.4,8.5,14.2,30.0,13493.467283800972,2642.879495503129,1419.4944262879308,1419.4935164541253,4005.8069168324146,4005.7929287233733
21.2,25.0,24.9,3.0,21.8,20008.340347760353,4883.867833569443,3088.396117362393,3088.3951126366483,4473.842049787405,4473.839234404464
20.6,25.0,30.0,3.0,20.0,21120.687886820677,4794.720354800416,3160.560095276826,3160.5618064623322,5002.422868858731,5002.422761422369
3.0,25.0,26.3,7.0,9.5,15180.463509082461,3532.080169580988,1633.5090490719574,1633.506620832231,4190.676739340371,4190.690930256913
3.0,25.0,23.4,5.8,29.7,20624.732673795766,4830.369165955584,4015.166870203212,4015.1770775712307,3882.0106091601547,3882.008950905587
25.0,21.4,30.0,13.8,13.8,19680.004198565355,5729.984203683034,793.5506127490598,793.5520210506957,6181.458841118217,6181.458519964349
3.0,25.0,14.6,14.0,20.0,12404.549957579657,1703.1784032079147,306.1113256681614,306.1094728202491,5044.576695777927,5044.574060105404
25.0,25.0,29.3,3.0,12.4,22471.948510373863,3446.247987589765,4028.8237735377843,4028.8181417494015,5484.02499808632,5484.033609410592
25.0,25.0,30.0,6.4,23.4,20926.12410813473,5744.2946393420625,1825.7623788341168,1825.764685200429,5765.148232951913,5765.154171806207
8.6,14.8,9.2,12.8,7.3,-17638764.2842274,0.0,0.0,0.0,0.0,0.0
3.6,25.0,7.1,25.0,20.6,17170.035481343824,2505.8784433758487,3167.8644181264704,3167.8575134279017,4164.212729329789,4164.222377083815
9.3,24.1,28.2,3.0,27.2,17540.618618595705,1992.6312688190526,4095.0674869954496,4095.0642545145943,3678.92611246308,3678.9294958035316
25.0,25.0,25.7,3.0,18.4,21395.93410913927,5209.362573562789,3617.648565804539,3617.6431235426985,4475.6392593107585,4475.640586918486
24.8,25.0,30.0,3.0,18.2,23010.478865123183,5477.49094217597,3534.9478255097997,3534.956150232541,5231.54106055428,5231.5428866505945
6.2,10.2,30.0,19.5,18.3,13178.537297753048,1423.893496870034,1066.003413925529,1066.0031374045311,4811.3188818243625,4811.318367728591
11.5,3.0,18.9,4.7,26.9,-3642738.615526131,0.0,0.0,0.0,0.0,0.0
6.7,4.3,26.2,25.0,17.3,19400.437602561447,2765.092518359888,3790.6720795056694,3790.6686997300703,4527.003376890595,4527.000928075222
3.0,25.0,12.0,3.0,30.0,22563.24810612742,5379.034048998521,4784.192079476778,4784.19584105353,3807.9123779266047,3807.9137586719858
25.0,25.0,30.0,9.8,19.5,19319.942914564017,5859.672558477034,518.5966310326614,518.5968265452075,6211.542119621383,6211.534778887732
16.5,14.0,21.6,12.6,21.8,-17171572.875253808,0.0,0.0,0.0,0.0,0.0
5.8,5.2,28.4,18.0,20.4,16724.38418791361,1576.4426631136478,4063.826529267019,4063.817076613608,3510.146930963367,3510.1509879559653
6.4,25.0,16.4,3.0,14.5,18728.86893298039,2551.3411168917282,3815.651377898602,3815.649381668381,4273.118268860504,4273.1087876611755
12.8,25.0,25.2,3.0,24.3,15398.894868063271,90.49620226683828,3481.4094179694557,3481.4167903556277,4172.791318124633,4172.781139346717
15.1,3.0,28.8,3.0,6.4,23123.61337875019,1063.730068363426,5141.190212676868,5141.190694237544,5888.74881214244,5888.753591329909
16.9,25.0,22.7,3.0,25.7,18244.03804579922,3107.9877918982147,3009.625357009142,3009.6170320179253,4558.397039552096,4558.410825321843
4.3,14.3,11.0,3.1,30.0,17566.393397818338,6606.644851836997,4322.840764278677,4322.832179540269,1157.0342995848905,1157.0413025775006
8.6,25.0,7.6,3.0,30.0,20711.056450570548,3578.430830740792,4671.617712721399,4671.615345339003,3894.694084311863,3894.6984774574867
14.0,3.0,27.4,12.2,0.0,-26400000.0,0.0,0.0,0.0,0.0,0.0
7.6,12.0,29.5,3.0,12.1,12312.989561836142,3459.134086546197,4302.125971549872,4302.131840819795,124.79927862010652,124.79838430017242
25.0,21.7,25.8,6.5,21.5,20632.593643479297,5108.586916594041,2166.6027469093897,2166.588168795543,5595.4086031493935,5595.407208030929
3.0,23.0,22.9,25.0,11.0,16875.834569745093,2204.6513711754064,3786.1717834067867,3786.1673061139027,3549.424271867001,3549.4198371819953
25.0,3.0,24.9,11.1,15.2,12783.885627270527,4326.6523514417295,3808.5286194797823,3808.5254326210193,420.0901900319154,420.08903369608095
5.9,11.1,27.3,4.7,13.7,11293.005399587742,3827.55599837345,3566.176934574287,3566.17628054958,166.54822311172316,166.54796297870112
18.2,19.4,29.1,7.0,25.5,20139.989180072767,4283.508019061347,1700.5312463393707,1700.5424766178407,6227.693476728058,6227.713961326152
3.0,22.1,30.0,7.5,22.7,21044.67366109884,6035.620757914867,2110.1021319275005,2110.112955613482,5394.419528244487,5394.418287398504
6.5,5.4,22.0,21.9,25.0,18495.469997717268,3526.2619984138846,2839.80801893491,2839.798736205892,4644.79691259126,4644.804331571323
13.1,21.6,30.0,7.5,16.3,15132.942619933192,1392.8548476291246,1417.1608924212396,1417.1633470105353,5452.87945632141,5452.884076550883
3.0,25.0,28.9,3.0,18.6,23201.249857160485,6639.39988734932,4286.144547630147,4286.144311922449,3994.7763526757494,3994.7847575828214
15.1,25.0,15.4,3.0,29.0,18625.68469762669,1518.0832478127754,3398.4555892026287,3398.4572884811278,5155.344055780958,5155.344516349198
5.6,25.0,7.0,3.0,25.1,18602.3534895432,4853.403718504245,4051.7199099248683,4051.7037269727903,2822.7621237092294,2822.7640104320667
3.9,25.0,19.8,3.0,5.4,-9051027.445463203,0.0,0.0,0.0,0.0,0.0
16.4,22.4,26.8,9.0,28.0,18313.64610631822,4150.183476086517,526.4773651980681,526.4783828784254,6555.2456517198625,6555.261230435346
18.3,24.1,30.0,3.0,14.3,20031.668521900327,2152.6790204542112,3621.079298236645,3621.0824423221306,5318.411445596683,5318.416315290656
3.0,15.6,30.0,3.0,4.4,-12399999.999999998,0.0,0.0,0.0,0.0,0.0
19.0,25.0,16.5,14.1,15.9,15315.14475940619,4945.609600157034,1173.1194320339018,1173.1183795642999,4011.6534050644773,4011.6439425864774
3.0,23.6,9.5,3.8,30.0,21446.580736705346,5767.96760599697,4624.343827320113,4624.356432854407,3214.955472450259,3214.957398083599
3.0,3.0,15.4,25.0,13.6,18527.049570272866,3474.353699576623,4018.2968913649165,4018.3058538120263,3508.0480414447575,3508.0450840745425
9.6,23.0,20.0,3.1,25.2,17660.458712823543,817.4472949557871,3608.0108921375904,3608.009566418066,4813.500779606429,4813.490179705672
4.2,23.6,7.0,4.7,20.3,14686.73050878234,3205.973501689106,3060.8418116271864,3060.831660516255,2679.5416230154865,2679.541911934308
3.0,11.6,10.0,17.0,30.0,12657.399203902944,2914.7686271983735,699.7367090941711,699.731269158554,4171.579462605345,4171.583135846499
4.6,25.0,17.3,5.2,30.0,20472.047816738843,3696.8345840657316,4138.740967766878,4138.752394349425,4248.8661681459125,4248.853702410897
8.8,25.0,19.9,3.0,21.9,17262.51943580176,1539.5855796144049,3439.7463891886455,3439.7482923671655,4421.719709222183,4421.71946540936
7.2,3.1,12.8,23.8,22.6,19172.497678027765,3374.5935225208545,3886.639282646122,3886.6410835225265,4012.315654153506,4012.3081351847554
3.0,21.3,23.8,3.0,29.6,21417.78448838404,4448.527712386113,5334.946338863858,5334.952375392908,3149.6789535559774,3149.679108185184
20.7,25.0,25.3,4.7,15.4,19151.095964494598,3184.3037066987017,3157.2401327519988,3157.231794096685,4826.15297995616,4826.167350991049
6.9,4.9,18.6,25.0,10.9,15029.850087102215,1568.5412721705982,2924.2182586712825,2924.218346002209,3806.4307846370357,3806.4414256210907
16.8,7.2,4.8,21.8,23.0,-400000.00000000035,0.0,0.0,0.0,0.0,0.0
14.0,3.0,30.0,21.7,10.4,18609.044521281874,1156.906533529574,3632.994761647047,3632.9997172974076,5093.069655231356,5093.073853576491
25.0,25.0,27.6,14.1,1.5,-7000000.0,0.0,0.0,0.0,0.0,0.0
25.0,22.7,23.0,7.6,25.7,19317.85691305396,5458.090560251223,1336.6887804172354,1336.6877337428657,5593.193498127293,5593.196340515342
16.0,4.7,26.4,3.0,23.8,-13787110.173196377,0.0,0.0,0.0,0.0,0.0
